frame,cpu_frame_ms,cpu_physics_ms,cpu_mesh_ms,cpu_egui_ms,cpu_check_win_ms,cpu_shadow_segs_ms,cpu_submit_ms,cpu_celebration_ms,gpu_total_ms,gpu_shadow_ms,gpu_hdr_ms,gpu_bloom_ms,rope_verts,rope_tris,event,render_scale,render_mode,dragging,render_size,skip,table_shadow_mode
391,65.796,3.278,0.299,0.185,0.000,0.019,0.072,0.000,63.508,0.013,63.447,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
392,65.587,3.396,0.343,0.222,0.000,0.023,0.056,0.000,63.538,0.014,63.482,0.042,8120,15600,,2.00,2,0,8224x5140,S,0
393,66.415,2.372,0.226,0.090,0.000,0.018,0.059,0.000,63.538,0.013,63.477,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
394,66.552,2.492,0.276,0.077,0.000,0.023,0.057,0.000,63.531,0.013,63.471,0.046,8120,15600,,2.00,2,0,8224x5140,S,0
395,65.701,2.545,0.280,0.071,0.000,0.022,0.060,0.000,63.555,0.014,63.495,0.046,8120,15600,,2.00,2,0,8224x5140,S,0
396,66.226,2.909,0.296,0.067,0.000,0.021,0.067,0.000,63.598,0.014,63.536,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
397,65.449,3.245,0.321,0.075,0.000,0.021,0.052,0.000,63.515,0.013,63.455,0.046,8120,15600,,2.00,2,0,8224x5140,S,0
398,65.545,2.473,0.238,0.047,0.000,0.014,0.056,0.000,63.526,0.014,63.464,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
399,69.725,2.327,0.269,0.058,0.000,0.022,0.059,0.000,66.914,0.014,66.851,0.049,8120,15600,,2.00,2,0,8224x5140,S,0
400,66.425,2.313,0.232,0.056,0.000,0.016,0.057,0.000,63.506,0.013,63.449,0.044,8120,15600,,2.00,2,0,8224x5140,S,0
401,66.265,2.314,0.242,0.067,0.000,0.018,0.058,0.000,63.502,0.014,63.443,0.045,8120,15600,,2.00,2,0,8224x5140,S,0
402,65.958,2.725,0.273,0.068,0.000,0.018,0.051,0.000,63.527,0.014,63.464,0.049,8120,15600,,2.00,2,0,8224x5140,S,0
403,65.723,2.566,0.261,0.048,0.000,0.013,0.043,0.000,63.503,0.017,63.439,0.047,8120,15600,,2.00,2,0,8224x5140,S,0
404,65.637,2.325,0.250,0.033,0.000,0.010,0.056,0.000,63.515,0.014,63.450,0.052,8120,15600,,2.00,2,0,8224x5140,S,0
405,65.482,2.351,0.240,0.058,0.000,0.016,0.062,0.000,63.552,0.014,63.491,0.047,8120,15600,,2.00,2,0,8224x5140,S,0
406,66.345,1.896,0.239,0.062,0.000,0.017,0.067,0.000,63.531,0.014,63.469,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
407,65.710,2.568,0.251,0.065,0.000,0.018,0.067,0.000,63.513,0.014,63.452,0.047,8120,15600,,2.00,2,0,8224x5140,S,0
408,66.101,2.941,0.275,0.049,0.000,0.015,0.048,0.000,63.514,0.016,63.450,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
409,66.320,1.963,0.220,0.029,0.000,0.009,0.049,0.000,63.529,0.017,63.464,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
410,66.332,2.061,0.250,0.046,0.000,0.015,0.046,0.000,63.498,0.014,63.436,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
411,65.682,2.279,0.247,0.049,0.000,0.014,0.049,0.000,63.475,0.013,63.406,0.056,8120,15600,,2.00,2,0,8224x5140,S,0
412,65.532,2.227,0.234,0.039,0.000,0.011,0.060,0.000,63.577,0.014,63.510,0.053,8120,15600,,2.00,2,0,8224x5140,S,0
413,66.070,2.232,0.231,0.050,0.000,0.013,0.051,0.000,63.571,0.014,63.514,0.043,8120,15600,,2.00,2,0,8224x5140,S,0
414,66.036,2.030,0.232,0.056,0.000,0.015,0.064,0.000,63.523,0.013,63.463,0.047,8120,15600,,2.00,2,0,8224x5140,S,0
415,66.770,2.653,0.273,0.069,0.000,0.019,0.067,0.000,63.500,0.014,63.443,0.044,8120,15600,,2.00,2,0,8224x5140,S,0
416,66.937,2.451,0.242,0.068,0.000,0.017,0.060,0.000,63.591,0.016,63.526,0.049,8120,15600,,2.00,2,0,8224x5140,S,0
417,66.607,3.170,0.302,0.055,0.000,0.015,0.060,0.000,63.579,0.017,63.514,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
418,66.936,2.682,0.304,0.065,0.000,0.019,0.053,0.000,63.577,0.017,63.510,0.050,8120,15600,,2.00,2,0,8224x5140,S,0
419,66.743,2.158,0.227,0.040,0.000,0.011,0.050,0.000,63.569,0.013,63.504,0.052,8120,15600,,2.00,2,0,8224x5140,S,0
420,66.048,2.740,0.289,0.039,0.000,0.011,0.057,0.000,63.574,0.014,63.508,0.052,8120,15600,,2.00,2,0,8224x5140,S,0
421,65.589,3.307,0.337,0.041,0.000,0.014,0.047,0.000,63.566,0.014,63.498,0.054,8120,15600,,2.00,2,0,8224x5140,S,0
422,65.657,2.396,0.254,0.031,0.000,0.009,0.031,0.000,63.611,0.014,63.547,0.050,8120,15600,,2.00,2,0,8224x5140,S,0
423,66.239,1.961,0.237,0.024,0.000,0.013,0.040,0.000,63.524,0.014,63.461,0.049,8120,15600,,2.00,2,0,8224x5140,S,0
424,66.252,1.935,0.198,0.022,0.000,0.007,0.042,0.000,63.619,0.014,63.560,0.045,8120,15600,,2.00,2,0,8224x5140,S,0
425,66.305,1.951,0.222,0.031,0.000,0.010,0.052,0.000,63.581,0.014,63.522,0.046,8120,15600,,2.00,2,0,8224x5140,S,0
426,65.492,2.243,0.221,0.051,0.000,0.012,0.060,0.000,63.505,0.013,63.438,0.054,8120,15600,,2.00,2,0,8224x5140,S,0
427,65.467,2.216,0.233,0.038,0.000,0.012,0.037,0.000,63.522,0.014,63.460,0.048,8120,15600,,2.00,2,0,8224x5140,S,0
428,59.784,2.181,0.270,0.045,0.000,0.014,0.045,0.000,63.491,0.014,63.433,0.044,8120,15600,tshadow_pcf,2.00,2,0,8224x5140,P,1
429,6.833,1.724,0.262,0.059,0.000,0.016,0.038,0.000,5.095,0.014,5.028,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
430,7.797,0.511,0.220,0.042,0.000,0.010,0.034,0.000,5.100,0.014,5.031,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
431,7.993,0.000,0.281,0.033,0.000,0.010,0.043,0.000,5.102,0.014,5.029,0.059,8120,15600,,2.00,2,0,8224x5140,P,1
432,8.362,0.554,0.251,0.028,0.000,0.009,0.046,0.000,5.097,0.014,5.030,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
433,8.434,0.000,0.357,0.037,0.000,0.011,0.108,0.000,5.096,0.016,5.027,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
434,8.233,0.909,0.297,0.050,0.000,0.016,0.046,0.000,5.099,0.014,5.029,0.056,8120,15600,,2.00,2,0,8224x5140,P,1
435,8.298,0.000,0.398,0.034,0.000,0.011,0.050,0.000,5.098,0.016,5.028,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
436,8.342,0.642,0.292,0.029,0.000,0.009,0.043,0.000,5.095,0.014,5.027,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
437,8.399,0.000,0.298,0.035,0.000,0.012,0.043,0.000,5.099,0.016,5.029,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
438,8.203,0.804,0.252,0.032,0.000,0.010,0.041,0.000,5.100,0.017,5.030,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
439,8.385,0.000,0.274,0.027,0.000,0.009,0.038,0.000,5.118,0.017,5.045,0.056,8120,15600,,2.00,2,0,8224x5140,P,1
440,8.366,0.592,0.238,0.030,0.000,0.009,0.064,0.000,5.096,0.018,5.028,0.051,8120,15600,,2.00,2,0,8224x5140,P,1
441,8.245,0.000,0.282,0.046,0.000,0.018,0.043,0.000,5.098,0.016,5.027,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
442,8.443,0.845,0.247,0.037,0.000,0.013,0.042,0.000,5.100,0.016,5.029,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
443,8.215,0.000,0.337,0.035,0.000,0.016,0.048,0.000,5.103,0.016,5.031,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
444,8.354,0.795,0.311,0.054,0.000,0.016,0.045,0.000,5.095,0.014,5.030,0.051,8120,15600,,2.00,2,0,8224x5140,P,1
445,8.375,0.000,0.371,0.055,0.000,0.015,0.102,0.000,5.099,0.017,5.029,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
446,8.284,0.587,0.237,0.064,0.000,0.017,0.052,0.000,5.095,0.014,5.027,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
447,8.337,0.000,0.288,0.047,0.000,0.014,0.046,0.000,5.099,0.017,5.030,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
448,8.329,0.730,0.235,0.059,0.000,0.017,0.054,0.000,5.094,0.014,5.028,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
449,8.291,0.000,0.389,0.056,0.000,0.018,0.039,0.000,5.102,0.017,5.032,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
450,8.321,0.742,0.250,0.066,0.000,0.019,0.049,0.000,5.092,0.014,5.026,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
451,8.281,0.000,0.274,0.046,0.000,0.014,0.040,0.000,5.102,0.017,5.031,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
452,8.346,0.608,0.230,0.055,0.000,0.017,0.046,0.000,5.092,0.013,5.026,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
453,8.321,0.000,0.403,0.082,0.000,0.028,0.047,0.000,5.101,0.017,5.031,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
454,8.356,0.751,0.238,0.053,0.000,0.015,0.048,0.000,5.095,0.013,5.029,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
455,8.280,0.000,0.286,0.047,0.000,0.017,0.049,0.000,5.103,0.016,5.033,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
456,8.304,0.563,0.249,0.054,0.000,0.019,0.043,0.000,5.096,0.014,5.031,0.051,8120,15600,,2.00,2,0,8224x5140,P,1
457,8.318,0.000,0.278,0.045,0.000,0.016,0.043,0.000,5.100,0.016,5.031,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
458,8.363,0.551,0.239,0.048,0.000,0.018,0.045,0.000,5.093,0.013,5.027,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
459,8.340,0.000,0.267,0.041,0.000,0.012,0.100,0.000,5.101,0.017,5.031,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
460,8.255,0.548,0.226,0.049,0.000,0.014,0.043,0.000,5.097,0.014,5.030,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
461,8.372,0.000,0.285,0.039,0.000,0.011,0.044,0.000,5.099,0.016,5.030,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
462,8.219,0.575,0.247,0.049,0.000,0.014,0.041,0.000,5.093,0.014,5.026,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
463,8.329,0.000,0.267,0.039,0.000,0.012,0.063,0.000,5.094,0.016,5.027,0.051,8120,15600,,2.00,2,0,8224x5140,P,1
464,8.290,0.551,0.260,0.045,0.000,0.014,0.043,0.000,5.094,0.014,5.027,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
465,8.335,0.000,0.409,0.040,0.000,0.016,0.043,0.000,5.100,0.016,5.032,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
466,8.308,0.541,0.232,0.049,0.000,0.015,0.040,0.000,5.100,0.014,5.031,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
467,8.336,0.000,0.292,0.037,0.000,0.011,0.047,0.000,5.098,0.016,5.030,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
468,8.307,0.547,0.230,0.048,0.000,0.014,0.036,0.000,5.094,0.014,5.028,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
469,8.366,0.000,0.272,0.038,0.000,0.011,0.043,0.000,5.102,0.017,5.033,0.053,8120,15600,,2.00,2,0,8224x5140,P,1
470,8.289,0.535,0.235,0.054,0.000,0.016,0.039,0.000,5.095,0.014,5.028,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
471,8.328,0.000,0.306,0.038,0.000,0.012,0.037,0.000,5.096,0.016,5.028,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
472,8.302,0.544,0.226,0.050,0.000,0.015,0.041,0.000,5.094,0.014,5.028,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
473,8.363,0.000,0.270,0.040,0.000,0.011,0.040,0.000,5.094,0.017,5.029,0.048,8120,15600,,2.00,2,0,8224x5140,P,1
474,8.339,0.539,0.269,0.048,0.000,0.015,0.049,0.000,5.091,0.014,5.030,0.047,8120,15600,,2.00,2,0,8224x5140,P,1
475,8.288,0.000,0.288,0.050,0.000,0.016,0.042,0.000,5.095,0.016,5.028,0.051,8120,15600,,2.00,2,0,8224x5140,P,1
476,8.299,0.748,0.230,0.058,0.000,0.017,0.062,0.000,5.097,0.014,5.031,0.052,8120,15600,,2.00,2,0,8224x5140,P,1
477,8.224,0.000,0.267,0.043,0.000,0.013,0.032,0.000,5.105,0.017,5.032,0.057,8120,15600,,2.00,2,0,8224x5140,P,1
478,8.469,0.587,0.212,0.040,0.000,0.011,0.029,0.000,5.103,0.018,5.028,0.057,8120,15600,,2.00,2,0,8224x5140,P,1
479,8.350,0.000,0.289,0.036,0.000,0.015,0.042,0.000,5.108,0.017,5.032,0.059,8120,15600,,2.00,2,0,8224x5140,P,1
480,8.272,0.719,0.223,0.027,0.000,0.012,0.034,0.000,5.105,0.017,5.030,0.058,8120,15600,,2.00,2,0,8224x5140,P,1
481,8.297,0.000,0.263,0.022,0.000,0.007,0.025,0.000,5.105,0.016,5.031,0.058,8120,15600,,2.00,2,0,8224x5140,P,1
482,8.311,0.552,0.221,0.019,0.000,0.007,0.027,0.000,5.103,0.018,5.031,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
483,8.403,0.000,0.259,0.020,0.000,0.006,0.045,0.000,5.100,0.017,5.030,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
484,8.299,0.578,0.241,0.026,0.000,0.010,0.047,0.000,5.099,0.017,5.029,0.054,8120,15600,,2.00,2,0,8224x5140,P,1
485,8.316,0.000,0.290,0.024,0.000,0.012,0.039,0.000,5.102,0.017,5.029,0.056,8120,15600,,2.00,2,0,8224x5140,P,1
486,8.348,0.670,0.242,0.024,0.000,0.007,0.066,0.000,5.099,0.014,5.031,0.055,8120,15600,,2.00,2,0,8224x5140,P,1
